9/17/2024 12:16:39 AM	FILE0000.CHK
9/17/2024 12:16:40 AM	FILE0001.CHK
9/17/2024 12:16:40 AM	FILE0002.CHK
9/17/2024 12:16:40 AM	FILE0003.CHK
9/17/2024 12:16:40 AM	FILE0004.CHK
9/17/2024 12:16:42 AM	FILE0005.CHK
9/17/2024 12:16:48 AM	FILE0006.CHK
9/17/2024 12:16:49 AM	FILE0007.CHK
9/17/2024 12:16:49 AM	FILE0008.CHK
9/17/2024 12:16:49 AM	FILE0009.CHK
9/17/2024 12:16:49 AM	FILE0010.CHK
9/17/2024 12:16:50 AM	FILE0011.CHK
9/17/2024 12:16:50 AM	FILE0012.CHK
9/17/2024 12:16:50 AM	FILE0013.CHK
9/17/2024 12:16:50 AM	FILE0014.CHK
9/17/2024 12:16:50 AM	FILE0015.CHK
9/17/2024 12:16:51 AM	FILE0016.CHK
9/17/2024 12:16:51 AM	FILE0017.CHK
9/17/2024 12:16:51 AM	FILE0018.CHK
9/17/2024 12:16:51 AM	FILE0019.CHK
9/17/2024 12:16:51 AM	FILE0020.CHK
9/17/2024 12:16:52 AM	FILE0021.CHK
9/17/2024 12:16:52 AM	FILE0022.CHK
9/17/2024 12:16:52 AM	FILE0023.CHK
9/17/2024 12:16:52 AM	FILE0024.CHK
9/17/2024 12:16:52 AM	FILE0025.CHK
9/17/2024 12:16:52 AM	FILE0026.CHK
9/17/2024 12:16:53 AM	FILE0027.CHK
9/17/2024 12:16:53 AM	FILE0028.CHK
9/17/2024 12:16:54 AM	FILE0029.CHK
9/17/2024 12:16:54 AM	FILE0030.CHK
9/17/2024 12:16:54 AM	FILE0031.CHK
9/17/2024 12:16:54 AM	FILE0032.CHK
9/17/2024 12:16:54 AM	FILE0033.CHK
9/17/2024 12:16:54 AM	FILE0034.CHK
9/17/2024 12:16:55 AM	FILE0035.CHK
9/17/2024 12:16:55 AM	FILE0036.CHK
9/17/2024 12:16:55 AM	FILE0037.CHK
9/17/2024 12:16:55 AM	FILE0038.CHK
9/17/2024 12:16:55 AM	FILE0039.CHK
9/17/2024 12:16:55 AM	FILE0040.CHK
9/17/2024 12:16:56 AM	FILE0041.CHK
9/17/2024 12:16:56 AM	FILE0042.CHK
9/17/2024 12:16:56 AM	FILE0043.CHK
9/17/2024 12:16:56 AM	FILE0044.CHK
9/17/2024 12:16:56 AM	FILE0045.CHK
9/17/2024 12:16:56 AM	FILE0046.CHK
9/17/2024 12:16:56 AM	FILE0047.CHK
9/17/2024 12:16:57 AM	FILE0048.CHK
9/17/2024 12:16:57 AM	FILE0049.CHK
9/17/2024 12:16:57 AM	FILE0050.CHK
9/17/2024 12:16:58 AM	FILE0051.CHK
9/17/2024 12:16:58 AM	FILE0052.CHK
9/17/2024 12:16:58 AM	FILE0053.CHK
9/17/2024 12:16:58 AM	FILE0054.CHK
9/17/2024 12:16:58 AM	FILE0055.CHK
9/17/2024 12:16:58 AM	FILE0056.CHK
9/17/2024 12:16:59 AM	FILE0057.CHK
9/17/2024 12:16:59 AM	FILE0058.CHK
9/17/2024 12:16:59 AM	FILE0059.CHK
9/17/2024 12:16:59 AM	FILE0060.CHK
9/17/2024 12:16:59 AM	FILE0061.CHK
9/17/2024 12:16:59 AM	FILE0062.CHK
9/17/2024 12:17:00 AM	FILE0063.CHK
9/17/2024 12:17:00 AM	FILE0064.CHK
9/17/2024 12:17:00 AM	FILE0065.CHK
9/17/2024 12:17:00 AM	FILE0066.CHK
9/17/2024 12:17:00 AM	FILE0067.CHK
9/17/2024 12:17:00 AM	FILE0068.CHK
9/17/2024 12:17:00 AM	FILE0069.CHK
9/17/2024 12:17:00 AM	FILE0070.CHK
9/17/2024 12:17:01 AM	FILE0071.CHK
9/17/2024 12:17:01 AM	FILE0072.CHK
9/17/2024 12:17:02 AM	FILE0073.CHK
9/17/2024 12:17:02 AM	FILE0074.CHK
9/17/2024 12:17:02 AM	FILE0075.CHK
9/17/2024 12:17:02 AM	FILE0076.CHK
9/17/2024 12:17:03 AM	FILE0077.CHK
9/17/2024 12:17:03 AM	FILE0078.CHK
9/17/2024 12:17:03 AM	FILE0079.CHK
9/17/2024 12:17:03 AM	FILE0080.CHK
9/17/2024 12:17:03 AM	FILE0081.CHK
9/17/2024 12:17:03 AM	FILE0082.CHK
9/17/2024 12:17:03 AM	FILE0083.CHK
9/17/2024 12:17:04 AM	FILE0084.CHK
9/17/2024 12:17:04 AM	FILE0085.CHK
9/17/2024 12:17:04 AM	FILE0086.CHK
9/17/2024 12:17:04 AM	FILE0087.CHK
9/17/2024 12:17:04 AM	FILE0088.CHK
9/17/2024 12:17:04 AM	FILE0089.CHK
9/17/2024 12:17:04 AM	FILE0090.CHK
9/17/2024 12:17:05 AM	FILE0091.CHK
9/17/2024 12:17:05 AM	FILE0092.CHK
9/17/2024 12:17:05 AM	FILE0093.CHK
9/17/2024 12:17:05 AM	FILE0094.CHK
9/17/2024 12:17:05 AM	FILE0095.CHK
9/17/2024 12:17:06 AM	FILE0096.CHK
9/17/2024 12:17:06 AM	FILE0097.CHK
9/17/2024 12:17:06 AM	FILE0098.CHK
9/17/2024 12:17:06 AM	FILE0099.CHK
9/17/2024 12:17:06 AM	FILE0100.CHK
9/17/2024 12:17:06 AM	FILE0101.CHK
9/17/2024 12:17:06 AM	FILE0102.CHK
9/17/2024 12:17:07 AM	FILE0103.CHK
9/17/2024 12:17:07 AM	FILE0104.CHK
9/17/2024 12:17:07 AM	FILE0105.CHK
9/17/2024 12:17:07 AM	FILE0106.CHK
9/17/2024 12:17:07 AM	FILE0107.CHK
9/17/2024 12:17:07 AM	FILE0108.CHK
9/17/2024 12:17:08 AM	FILE0109.CHK
9/17/2024 12:17:08 AM	FILE0110.CHK
9/17/2024 12:17:08 AM	FILE0111.CHK
9/17/2024 12:17:08 AM	FILE0112.CHK
9/17/2024 12:17:08 AM	FILE0113.CHK
9/17/2024 12:17:09 AM	FILE0114.CHK
9/17/2024 12:17:09 AM	FILE0115.CHK
9/17/2024 12:17:09 AM	FILE0116.CHK
9/17/2024 12:17:09 AM	FILE0117.CHK
9/17/2024 12:17:09 AM	FILE0118.CHK
9/17/2024 12:17:10 AM	FILE0119.CHK
9/17/2024 12:17:10 AM	FILE0120.CHK
9/17/2024 12:17:10 AM	FILE0121.CHK
9/17/2024 12:17:10 AM	FILE0122.CHK
9/17/2024 12:17:10 AM	FILE0123.CHK
9/17/2024 12:17:11 AM	FILE0124.CHK
9/17/2024 12:17:11 AM	FILE0125.CHK
9/17/2024 12:17:11 AM	FILE0126.CHK
9/17/2024 12:17:11 AM	FILE0127.CHK
9/17/2024 12:17:12 AM	FILE0128.CHK
9/17/2024 12:17:12 AM	FILE0129.CHK
9/17/2024 12:17:12 AM	FILE0130.CHK
9/17/2024 12:17:12 AM	FILE0131.CHK
9/17/2024 12:17:13 AM	FILE0132.CHK
9/17/2024 12:17:13 AM	FILE0133.CHK
9/17/2024 12:17:13 AM	FILE0134.CHK
9/17/2024 12:17:13 AM	FILE0135.CHK
9/17/2024 12:17:14 AM	FILE0136.CHK
